"fact_review_id","bank_id","branch_id","location_id","sentiment_id","review_text","relative_topic","topic_meaning","rating","review_date","language","bank_name","branch_name","location","sentiment_label"
"76","1","110","64","1","une étoile car je ne pouvais pas en donner 0 comportement dégoûtant tant du personnel que du gardien",0,"Qualité du service et relation client",1,"2025-03-27 00:00:00","fr","CIH Bank","CIH Rue Ourika Hay Nahda Lot N°469, Rabat 10000 ","Rue Ourika Hay Nahda Lot N°469, Rabat 10000 ","Negative"
"77","1","40","32","1","bonjour
nous nous excusons de ne pas avoir pu répondre à vos attentes veuillez nous contacter au 4747 ou à ladresse reclamationsclientscihbankma nous ferons de notre mieux pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Daoudiate شارع فلسطين, Marrakech 40000 ","شارع فلسطين, Marrakech 40000 ","Negative"
"78","1","24","82","1","bonjour
nous sommes navrés que nous nayons pas pu répondre à vos attentes 
nous vous invitons à nous contacter sur le 4747 ou sur reclamationsclientscihbankma nous ferons le nécessaire pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank Bd Hassan II, Settat 26000 ","Bd Hassan II, Settat 26000 ","Negative"
"79","1","51","67","1","j ai attendue 30min pour faire un versement c vraiment lent",0,"Qualité du service et relation client",3,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Kenitra Avenue Mohamed V Immeuble Hraga, Kénitra 14010 ","Avenue Mohamed V Immeuble Hraga, Kénitra 14010 ","Negative"
"80","1","11","35","1","cih  mauvaise affaire",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank HGX6+6QG, Bd Mbarek Ben Boubker Hammadi, Casablanca ","HGX6+6QG, Bd Mbarek Ben Boubker Hammadi, Casablanca ","Negative"
"81","1","85","87","1","personnel non professionnel dans cette agence cela dégrade encore plus cette banque médiocre",3,"Frais bancaires et gestion des comptes",1,"2024-09-27 00:00:00","fr","CIH Bank","CIH banque Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000 ","Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000 ","Negative"
"82","1","116","1","1","service très nul",0,"Qualité du service et relation client",1,"2021-05-27 00:00:00","fr","CIH Bank","CIH Banque Imm Oapam, Av. Mohamed V, Kenitra 14010 ","Imm Oapam, Av. Mohamed V, Kenitra 14010 ","Negative"
"83","1","69","123","2","quelquun nous a trahi comme toi et il est tombé amoureux de toi et il a continué à séloigner de toi comme si tu étais toujours silencieux et à chaque heure je restais silencieux et je lai regretté et je nai pas vécu une expérience décevante je le jure devant dieu",1,"Autre sujet bancaire",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank Boulevard Omar Al Khiam, Boulevard Atlas, Casablanca 20000 ","Boulevard Omar Al Khiam, Boulevard Atlas, Casablanca 20000 ","Positive"
"84","1","53","119","2","bonjour
cih bank vous remercie davoir partagé votre retour au plaisir de vous accueillir à nouveau dans notre succursale",0,"Qualité du service et relation client",5,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank National Rte 1 Complx. El Bachir Ii, Lot 3 Rte de Rabat, Salé 11000 ","National Rte 1 Complx. El Bachir Ii, Lot 3 Rte de Rabat, Salé 11000 ","Positive"
"85","7","78","121","1","une mauvaise banque dans tous les sens du terme la gestion manque de fluidité une minute de travail vous prend une semaine quant à eux qui vous répondent au téléphone nen rêvez pas
il ny a aucune comparaison avec vos enfants dautres pays",1,"Autre sujet bancaire",1,"2022-05-11 00:00:00","fr","Banque Centrale Populaire (BCP)","Banque Centrale Populaire 101 Bd Mohammed Zerktouni, Casablanca 20250 ","101 Bd Mohammed Zerktouni, Casablanca 20250 ","Negative"
"86","1","70","16","1","chargée de clientèle qui ne prend pas à en charge sa clientèle personnel absent durant les horaires de travail annoncés",0,"Qualité du service et relation client",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH Rue Oued Laou, Ibn Sina, Casablanca 20000 ","Rue Oued Laou, Ibn Sina, Casablanca 20000 ","Negative"
"87","1","53","119","2","un personnel très gentil ils ne quittent leur poste que jusquà la satisfaction de tous les clients",0,"Qualité du service et relation client",5,"2021-05-27 00:00:00","fr","CIH Bank","CIH Bank National Rte 1 Complx. El Bachir Ii, Lot 3 Rte de Rabat, Salé 11000 ","National Rte 1 Complx. El Bachir Ii, Lot 3 Rte de Rabat, Salé 11000 ","Positive"
"88","1","38","124","1","le pire service que vous puissiez trouver",0,"Qualité du service et relation client",1,"2024-09-21 00:00:00","fr","CIH Bank","CIH Bank 796H+4X4, Kenitra ","796H+4X4, Kenitra ","Negative"
"89","1","104","85","1","je suis venu ouvrir un compte bancaire mais par manque de respect de la sécurité jai fait marche arrière et je ne souhaite plus ouvrir de compte chez vous lhomme de la sécurité doit être changé il ne mérite pas son métier jespère que vous prendrez en considération mon avis et celui des gens car il y a ici de nombreux avis auxquels on na pas répondu",1,"Autre sujet bancaire",1,"2022-05-27 00:00:00","fr","CIH Bank","Cih Bank Marjane Residence Abbassid, Route Agouray, Meknès 50000 ","Residence Abbassid, Route Agouray, Meknès 50000 ","Negative"
"90","7","78","121","1","la securite est faible et arrieree de meme pour la cybersecurite de gros problemes dincompetence",0,"Qualité du service et relation client",1,"2023-05-21 00:00:00","fr","Banque Centrale Populaire (BCP)","Banque Centrale Populaire 101 Bd Mohammed Zerktouni, Casablanca 20250 ","101 Bd Mohammed Zerktouni, Casablanca 20250 ","Negative"
"91","1","12","66","2","cih a la meilleure interface virtuelle très conviviale et pratique
cependant le service en agences laisse à désirer",0,"Qualité du service et relation client",4,"2024-11-27 00:00:00","fr","CIH Bank","CIH Bank Route Agadir Essaouira Oper.bab Marrakeche Magasin 27, Marrakech 40000 ","Route Agadir Essaouira Oper.bab Marrakeche Magasin 27, Marrakech 40000 ","Positive"
"92","1","23","43","2","jai eu lopportunité de travailler avec un directeur exceptionnel 

très professionnel
humain et compréhensif
toujours disponible
ses efforts méritent vraiment dêtre salués",0,"Qualité du service et relation client",5,"2024-09-27 00:00:00","fr","CIH Bank","CIH BANK X7X3+FCF Place La Mosquee، C.commercial, Av. Moulay Said Alaoui, Sala Al Jadida 11102 ","X7X3+FCF Place La Mosquee، C.commercial, Av. Moulay Said Alaoui, Sala Al Jadida 11102 ","Positive"
"93","7","78","121","1","vraiment cest null ya personne qui répond lorsque tu trouves quelquun qui te répond il te raccroche sur le nez cest zéro bp vraiment zéro comme ça vous allez perdre pleins de clients et je suis sur que je suis pas la première  et ça ne va pas sarrêter ici vous allez retrouver mes avis partout dans le monde merci pour le mauvais service",0,"Qualité du service et relation client",1,"2022-05-21 00:00:00","fr","Banque Centrale Populaire (BCP)","Banque Centrale Populaire 101 Bd Mohammed Zerktouni, Casablanca 20250 ","101 Bd Mohammed Zerktouni, Casablanca 20250 ","Negative"
"94","12","71","111","1","jai avalé ma carte instantanément et je nai pas rendu sil vous plaît nutilisez pas",1,"Autre sujet bancaire",1,"2024-05-11 00:00:00","fr","Bank Al Yousr","Bank Al Yousr - Agence Allal Al Fassi J2R2+83J, Bd Allal Al Fassi, Marrakech 40000 ","J2R2+83J, Bd Allal Al Fassi, Marrakech 40000 ","Negative"
"95","1","95","60","2","prêt immobilier et touristique à proximité de la station de tramway abu dhar alghafari à albernusi",0,"Qualité du service et relation client",2,"2021-05-27 00:00:00","fr","CIH Bank","CIH Bank, Agence Bernoussi Al Amal N116, Bd Abi Dar Al Ghafari Lot Al Amal, G3, Casablanca 20000 ","N116, Bd Abi Dar Al Ghafari Lot Al Amal, G3, Casablanca 20000 ","Positive"
"96","1","104","85","2","cest bon et rapide à leurs services",0,"Qualité du service et relation client",5,"2024-05-27 00:00:00","fr","CIH Bank","Cih Bank Marjane Residence Abbassid, Route Agouray, Meknès 50000 ","Residence Abbassid, Route Agouray, Meknès 50000 ","Positive"
"97","1","104","85","2","la meilleure banque pour voler et manquer de respect aux clients",1,"Autre sujet bancaire",1,"2024-05-27 00:00:00","fr","CIH Bank","Cih Bank Marjane Residence Abbassid, Route Agouray, Meknès 50000 ","Residence Abbassid, Route Agouray, Meknès 50000 ","Positive"
"98","1","27","117","1","accueillir
nous sommes désolés de navoir pas pu répondre à vos attentes
nous vous invitons à nous contacter au 4747 ou à reclamationsclientscihbankma nous ferons de notre mieux pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank Bd Mohamed Zefzaf Rue N18, Lotissement Rahmani, Lot 198, Casablanca 20000 ","Bd Mohamed Zefzaf Rue N18, Lotissement Rahmani, Lot 198, Casablanca 20000 ","Negative"
"99","1","67","83","2","bons services",4,"Qualité du service et relation client",5,"2025-02-27 00:00:00","en","CIH Bank","CIH Bank Sidi Maarouf G8GX+4P3، Av. Abou Bakr el Kadiri Route Principale 1029 Al Mostakbal,gh 4, Rdpt Al Moustakbal, Casablanca 20000 ","G8GX+4P3، Av. Abou Bakr el Kadiri Route Principale 1029 Al Mostakbal,gh 4, Rdpt Al Moustakbal, Casablanca 20000 ","Positive"
"100","1","53","119","1","1h30 dattente pour un papier
je déconseille cette agence",4,"Qualité du service et relation client",1,"2025-04-27 00:00:00","fr","CIH Bank","CIH Bank National Rte 1 Complx. El Bachir Ii, Lot 3 Rte de Rabat, Salé 11000 ","National Rte 1 Complx. El Bachir Ii, Lot 3 Rte de Rabat, Salé 11000 ","Negative"
"101","1","43","125","1","je déconseille",0,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad ","av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad ","Negative"
"102","1","66","92","1","quelle honte on se tape des km samedi pour se déplacer à lagence pour quon refuse de traiter nos demandes sous prétexte de déménagement
jai essayé dappeler lagence avant de me déplacer mais aucune réponse",1,"Autre sujet bancaire",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Romandie Boulevard Bir Anzarane, Rue Assakhaoui, Casablanca 20000 ","Boulevard Bir Anzarane, Rue Assakhaoui, Casablanca 20000 ","Negative"
"103","1","106","80","2","un grand chef dagence pendant cette periode",3,"Frais bancaires et gestion des comptes",5,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank Ave Abderrahmane Al Ghafiki, Rabat 10000 ","Ave Abderrahmane Al Ghafiki, Rabat 10000 ","Positive"
"104","1","30","50","1","catastrophe 
service nul nul nul nul
vous ne méritez même pas une étoile",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank 89 Boulevard de la Résistance Lotiss, Mohammedia 28800 ","89 Boulevard de la Résistance Lotiss, Mohammedia 28800 ","Negative"
"105","1","70","16","1","très mauvais service",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Rue Oued Laou, Ibn Sina, Casablanca 20000 ","Rue Oued Laou, Ibn Sina, Casablanca 20000 ","Negative"
"106","9","92","22","2","très bon accueil
un grand merci à tout l équipe surtout soufiane",0,"Qualité du service et relation client",5,"2025-05-07 00:00:00","fr","Bank Assafa","Bank Assafa Agadir - Rue de Marrakech Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Positive"
"107","13","92","22","2","très satisfait
beaucoup de professionnalisme  et de rigueur de la part de soufiane le responsable de lagence",0,"Qualité du service et relation client",5,"2024-08-21 00:00:00","fr","Bank As-Safa","Bank Assafa Agadir - Rue de Marrakech Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Positive"
"108","1","122","7","1","mauvaise service le sécurité devient un chef de la banque mauvaise gestion",4,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH BANK Lot N° 251, National Rte 1, Lotissement Al Wahda, Had Soualem 26402 ","Lot N° 251, National Rte 1, Lotissement Al Wahda, Had Soualem 26402 ","Negative"
"109","1","119","90","1","traitement nul comportement avec client nul de la part de charge de clientèle et de directeur vraiment je galère avec cette agence",4,"Qualité du service et relation client",1,"2021-05-27 00:00:00","fr","CIH Bank","CIH Bank, Agence Place du Marché, Casablanca. Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000 ","Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000 ","Negative"
"110","1","88","103","1","aucun professionnalisme très reçu de votre service",0,"Qualité du service et relation client",1,"2020-05-27 00:00:00","fr","CIH Bank","CIH Bank Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000 ","Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000 ","Negative"
"111","1","87","98","1","tjrs mauvais service a la caisse personnel incompétent",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank N° 415, Bd Sahl Rhone Lot Riad Ii, Temara 12000 ","N° 415, Bd Sahl Rhone Lot Riad Ii, Temara 12000 ","Negative"
"112","1","85","87","2","la plus belle banque avec laquelle jai eu affaire et je conseille à chacun de faire affaire avec cih bank pour améliorer ses services et ses employés avec tout mon amour mon appréciation et mon respect je suis honoré dêtre lun de vos clients sont audelà de la merveilleuse description merci",1,"Autre sujet bancaire",5,"2024-05-27 00:00:00","fr","CIH Bank","CIH banque Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000 ","Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000 ","Positive"
"113","1","10","116","1","bonjour
nous nous excusons de ne pas avoir pu répondre à vos attentes veuillez nous contacter au 4747 ou à ladresse reclamationsclientscihbankma nous ferons de notre mieux pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2024-08-27 00:00:00","fr","CIH Bank","CIH Banque Hay Salam 79 Avenue Abderrahim Bouabid, Av. Al Andalous, Salé 11000 ","79 Avenue Abderrahim Bouabid, Av. Al Andalous, Salé 11000 ","Negative"
"114","1","38","124","1","service trop lent",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","en","CIH Bank","CIH Bank 796H+4X4, Kenitra ","796H+4X4, Kenitra ","Negative"
"115","1","39","31","1","très lent et il ny a pas de flexibilité avec leurs clients et ils disent que lapplication est très lente",0,"Qualité du service et relation client",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank, Agence Marrakech, Hassan II. 8 Av. Hassan II, Marrakech 40000 ","8 Av. Hassan II, Marrakech 40000 ","Negative"
"116","1","95","60","1","il sagit du 3ème lieu où la personne est née pour le même compte que celle qui a quitté la chambre en fin de journée",1,"Autre sujet bancaire",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank, Agence Bernoussi Al Amal N116, Bd Abi Dar Al Ghafari Lot Al Amal, G3, Casablanca 20000 ","N116, Bd Abi Dar Al Ghafari Lot Al Amal, G3, Casablanca 20000 ","Negative"
"117","1","9","112","1","horrible expérience cih pensez a former votre personnel pire agence cih",0,"Qualité du service et relation client",1,"2024-10-27 00:00:00","fr","CIH Bank","CIH BANK CHEFCHAOUNI Résidence Garden, 67 Bd Chefchaouni, Casablanca 20250 ","Résidence Garden, 67 Bd Chefchaouni, Casablanca 20250 ","Negative"
"118","1","10","116","2","toujours complet mon expérience na pas été terrible cette banque a besoin de plus demployés jattends depuis presque 30 minutes",3,"Frais bancaires et gestion des comptes",3,"2023-05-27 00:00:00","fr","CIH Bank","CIH Banque Hay Salam 79 Avenue Abderrahim Bouabid, Av. Al Andalous, Salé 11000 ","79 Avenue Abderrahim Bouabid, Av. Al Andalous, Salé 11000 ","Positive"
"119","1","45","15","2","bonne banque",1,"Autre sujet bancaire",4,"2025-05-06 00:00:00","fr","CIH Bank","CIH Bank P3011 Route 109 Residence Soltane Magazin, Bouskoura 27182 ","P3011 Route 109 Residence Soltane Magazin, Bouskoura 27182 ","Positive"
"120","1","54","104","1","très mauvais service",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH MARRAKECH HXP4+Q56, Av. Imam Mouslim, Marrakech 40160 ","HXP4+Q56, Av. Imam Mouslim, Marrakech 40160 ","Negative"
"121","1","103","17","1","sévices tres lent",0,"Qualité du service et relation client",1,"2021-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Gueliz Centrale 187 Av. Mohammed V, Marrakech 40000 ","187 Av. Mohammed V, Marrakech 40000 ","Negative"
